,user,numlogonDay,numlogonNight,numlogoffDay,numlogoffNight,numPClogonDay,numPClogonNight,numPClogoffDay,numPClogoffNight,onoffNotsameDay,onoffNotsameNight
493,BLY1039,0,356,0,356,0,1,0,1,0,0
494,BMA1411,0,356,0,356,0,1,0,1,0,0
495,BMB0007,0,356,0,356,0,1,0,1,0,0
496,BMC3061,274,356,356,0,1,1,1,0,82,356
497,BMC3636,341,764,55,642,50,54,51,53,286,122
498,BMF2337,0,356,0,356,0,1,0,1,0,0
499,BMH0457,0,74,0,74,0,1,0,1,0,0
500,BMH1069,32,387,19,400,20,1,19,1,13,13
501,BMM0462,377,1308,91,1315,97,839,89,844,286,7
502,BMM3328,279,356,0,356,1,1,0,1,279,0
503,BMN0178,48,70,29,42,2,2,3,1,19,28
504,BMN3207,5,509,358,156,1,1,1,1,353,353
505,BMR1662,0,356,0,356,0,1,0,1,0,0
506,BMS0925,300,425,208,242,24,5,26,3,92,183
507,BMV1886,0,356,356,0,0,1,1,0,356,356
508,BNB3370,0,356,0,356,0,1,0,1,0,0
509,BNC1497,0,356,356,0,0,1,1,0,356,356
510,BNC3178,13,343,64,292,1,1,1,1,51,51
511,BNF1110,303,509,14,442,13,11,14,9,289,67
512,BNH2692,333,402,72,398,65,42,65,41,261,4
513,BNH3516,314,360,234,163,34,5,34,5,80,197
514,BNK0087,0,356,0,356,0,1,0,1,0,0
515,BNL1652,0,356,2,354,0,1,1,1,2,2
516,BNR2527,0,356,356,0,0,1,1,0,356,356
517,BNR3128,0,23,23,0,0,1,1,0,23,23
518,BNS2384,0,356,0,356,0,1,0,1,0,0
519,BNS3233,1,379,1,379,1,24,1,24,0,0
520,BNS3594,5,351,356,0,1,1,1,0,351,351
521,BNT0663,0,356,190,166,0,1,1,1,190,190
522,BNW3985,387,374,111,369,93,19,98,14,276,5
523,BOH1751,0,356,193,163,0,1,1,1,193,193
524,BOJ2179,0,356,356,0,0,1,1,0,356,356
525,BON0968,0,356,356,0,0,1,1,0,356,356
526,BOR2387,406,164,48,522,49,34,46,34,358,358
527,BOV1609,0,416,359,57,0,1,1,1,359,359
528,BPD2437,181,1537,364,1354,171,1004,171,1003,183,183
529,BPL3202,21,368,377,12,20,7,22,5,356,356
530,BPM3694,297,408,374,51,18,2,19,1,77,357
531,BPN3051,89,1325,88,1326,88,858,87,858,1,1
532,BPR1678,80,110,0,110,1,1,0,1,80,0
533,BQK2024,369,382,104,368,83,27,83,25,265,14
534,BQV1308,282,356,175,181,1,1,1,1,107,175
535,BQW1904,356,0,0,356,1,0,0,1,356,356
536,BRB2143,0,356,356,0,0,1,1,0,356,356
537,BRC1811,292,418,0,418,1,1,0,1,292,0
538,BRC3949,0,356,185,171,0,1,1,1,185,185
539,BRD3314,0,356,0,356,0,1,0,1,0,0
540,BRG3113,0,355,356,0,0,1,1,0,356,355
541,BRG3267,0,433,356,77,0,1,1,1,356,356
542,BRH1107,0,356,356,0,0,1,1,0,356,356
543,BRH2866,0,74,37,37,0,1,1,1,37,37
544,BRJ2151,22,368,381,9,22,13,26,9,359,359
545,BRM0143,0,356,0,356,0,1,0,1,0,0
546,BRM0843,187,169,0,356,1,1,0,1,187,187
547,BRN3289,0,356,0,356,0,1,0,1,0,0
548,BRR2899,49,307,0,356,1,1,0,1,49,49
549,BRS0333,0,356,1,355,0,1,1,1,1,1
550,BRW0963,275,356,356,0,1,1,1,0,81,356
551,BRW3552,306,350,31,352,25,4,26,3,275,2
552,BSB3083,281,356,0,356,1,1,0,1,281,0
553,BSM2288,0,356,356,0,0,1,1,0,356,356
554,BSM2844,0,356,179,177,0,1,1,1,179,179
555,BSS2956,468,157,0,356,1,1,0,1,468,199
556,BSS3551,0,356,0,356,0,1,0,1,0,0
557,BSV1499,288,356,356,0,1,1,1,0,68,356
558,BTB0489,0,356,0,356,0,1,0,1,0,0
559,BTG3468,6,350,8,348,1,1,1,1,2,2
560,BTR2026,0,356,0,356,0,1,0,1,0,0
561,BTV0644,0,356,194,162,0,1,1,1,194,194
562,BUS1727,400,366,114,366,103,11,101,11,286,0
563,BUS2399,345,383,266,190,70,24,77,18,79,193
564,BUW2717,0,356,356,0,0,1,1,0,356,356
565,BVB1673,1,33,2,32,1,2,2,1,1,1
566,BVC0009,633,53,0,409,1,1,0,1,633,356
567,BVD3974,0,356,0,356,0,1,0,1,0,0
568,BVK1096,0,128,128,0,0,1,1,0,128,128
569,BWA2593,284,356,0,356,1,1,0,1,284,0
570,BWC2534,360,367,90,362,77,31,81,26,270,5
571,BWG3220,0,356,0,356,0,1,0,1,0,0
572,BWJ0136,363,80,0,443,1,1,0,1,363,363
573,BWK0172,0,356,0,356,0,1,0,1,0,0
574,BWM2339,326,370,46,369,45,14,43,14,280,1
575,BWW1159,298,344,0,356,1,1,0,1,298,12
576,BXG1340,348,369,433,9,66,14,69,9,85,360
577,BXG3763,0,356,0,356,0,1,0,1,0,0
578,BXK2091,274,356,0,356,1,1,0,1,274,0
579,BXN0660,0,356,196,160,0,1,1,1,196,196
580,BXR3536,0,356,356,0,0,1,1,0,356,356
581,BXT2678,311,366,393,6,31,12,36,6,82,360
582,BXW1804,76,100,99,0,1,1,1,0,23,100
583,BYC3970,0,356,0,356,0,1,0,1,0,0
584,BYF3784,352,363,76,363,68,11,72,8,276,0
585,BYL2133,0,356,356,0,0,1,1,0,356,356
586,BYS3626,281,412,363,28,1,1,1,1,82,384
587,BZB3532,0,431,360,71,0,1,1,1,360,360
588,BZC3956,191,241,129,112,1,1,1,1,62,129
589,BZH1158,265,356,0,356,1,1,0,1,265,0
590,BZS1344,0,356,356,0,0,1,1,0,356,356
591,CAB3121,0,356,356,0,0,1,1,0,356,356
592,CAC0147,0,356,192,164,0,1,1,1,192,192
593,CAC1777,100,1297,451,946,96,845,93,849,351,351
594,CAC3741,0,356,0,356,0,1,0,1,0,0
595,CAF1331,0,356,356,0,0,1,1,0,356,356
596,CAF3929,284,356,177,179,1,1,1,1,107,177
597,CAG0502,0,356,0,356,0,1,0,1,0,0
598,CAG0888,348,399,69,393,58,11,63,5,279,6
599,CAG1644,0,356,0,356,0,1,0,1,0,0
600,CAG2236,219,271,271,0,1,1,1,0,52,271
601,CAG2442,430,1333,342,1138,145,838,143,839,88,195
602,CAG3049,103,1352,96,1359,99,873,92,880,7,7
603,CAG3622,0,356,356,0,0,1,1,0,356,356
604,CAH1839,6,419,5,420,6,1,5,1,1,1
605,CAM0679,281,356,0,356,1,1,0,1,281,0
606,CAM1323,277,402,186,216,1,1,1,1,91,186
607,CAM2468,356,0,0,356,1,0,0,1,356,356
608,CAM3050,386,1358,95,1363,98,870,92,872,291,5
609,CAO3117,0,356,356,0,0,1,1,0,356,356
610,CAP1971,0,356,0,356,0,1,0,1,0,0
611,CAP2149,0,356,356,0,0,1,1,0,356,356
612,CAP2283,273,356,356,0,1,1,1,0,83,356
613,CAR0928,282,357,356,0,1,1,1,0,74,357
614,CAR0992,309,400,403,38,41,22,47,15,94,362
615,CAR2244,22,461,380,103,22,30,24,28,358,358
616,CAR2748,0,356,0,356,0,1,0,1,0,0
617,CAR2900,64,292,0,356,1,1,0,1,64,64
618,CAS0391,0,356,356,0,0,1,1,0,356,356
619,CAS1017,0,356,356,0,0,1,1,0,356,356
620,CAS1702,0,356,0,356,0,1,0,1,0,0
621,CAS3022,0,356,356,0,0,1,1,0,356,356
622,CAV1868,275,356,356,0,1,1,1,0,81,356
623,CBA1023,17,479,19,477,17,9,19,7,2,2
624,CBB2904,285,358,212,161,13,4,13,4,73,197
625,CBB3018,0,356,0,356,0,1,0,1,0,0
626,CBC0952,275,356,356,0,1,1,1,0,81,356
627,CBC3175,285,349,63,293,1,1,1,1,222,56
628,CBD0802,549,188,87,378,84,20,80,23,462,190
629,CBD3251,0,356,356,0,0,1,1,0,356,356
630,CBG1074,285,356,10,356,11,1,10,1,275,0
631,CBG1142,21,360,378,3,20,5,22,3,357,357
632,CBG2875,384,373,101,376,94,18,90,21,283,3
633,CBH0413,13,319,332,0,1,1,1,0,319,319
634,CBJ0683,0,256,0,256,0,1,0,1,0,0
635,CBJ2083,0,356,186,170,0,1,1,1,186,186
636,CBJ3719,0,356,0,356,0,1,0,1,0,0
637,CBL3631,358,392,84,391,76,37,77,34,274,1
638,CBM0060,0,356,356,0,0,1,1,0,356,356
639,CBM0410,295,387,370,31,14,1,14,1,75,356
640,CBM1814,12,344,0,356,1,1,0,1,12,12
641,CBM2858,343,367,261,167,58,11,62,7,82,200
642,CBR0121,301,365,18,367,20,10,17,12,283,2
643,CBR2229,0,356,356,0,0,1,1,0,356,356
644,CBS0951,0,223,199,24,0,1,1,1,199,199
645,CBW2427,91,1330,269,1152,86,861,81,865,178,178
646,CCB0547,286,356,0,356,1,1,0,1,286,0
647,CCB3055,410,1376,116,1377,115,865,113,866,294,1
648,CCB3173,7,349,59,297,1,1,1,1,52,52
649,CCB3943,0,356,185,171,0,1,1,1,185,185
650,CCC0491,277,356,0,356,1,1,0,1,277,0
651,CCD3168,0,191,0,191,0,1,0,1,0,0
652,CCE0745,0,356,356,0,0,1,1,0,356,356
653,CCF2298,0,356,356,0,0,1,1,0,356,356
654,CCF3529,365,390,451,27,84,25,90,19,86,363
655,CCG1025,494,163,18,360,16,6,16,5,476,197
656,CCG3254,0,356,356,0,0,1,1,0,356,356
657,CCH1508,0,356,356,0,0,1,1,0,356,356
658,CCH1724,0,356,0,356,0,1,0,1,0,0
659,CCH3489,0,356,0,356,0,1,0,1,0,0
660,CCL1770,189,1345,551,983,181,867,184,860,362,362
661,CCL3272,0,356,0,356,0,1,0,1,0,0
662,CCM2207,0,356,0,356,0,1,0,1,0,0
663,CCM3075,283,356,0,356,1,1,0,1,283,0
664,CCN2726,286,358,9,358,11,2,9,3,277,0
665,CCS3575,0,356,356,0,0,1,1,0,356,356
666,CCT0020,0,356,356,0,0,1,1,0,356,356
667,CCT2165,322,633,411,163,48,32,51,29,89,470
668,CCW2381,277,401,356,45,1,1,1,1,79,356
669,CCW3901,363,367,82,373,70,22,73,18,281,6
670,CDA2295,0,330,330,0,0,1,1,0,330,330
671,CDB2017,280,552,6,496,8,3,6,4,274,56
672,CDB2947,196,185,6,375,7,20,6,20,190,190
673,CDB3222,0,356,0,356,0,1,0,1,0,0
674,CDC3413,62,543,67,538,59,38,63,33,5,5
675,CDD0127,291,356,0,356,1,1,0,1,291,0
676,CDE1846,48,317,2,363,3,8,2,8,46,46
677,CDL0867,0,356,356,0,0,1,1,0,356,356
678,CDL2145,0,356,356,0,0,1,1,0,356,356
679,CDM0538,349,359,428,0,62,4,65,0,79,359
680,CDM1097,0,72,72,0,0,1,1,0,72,72
681,CDM2075,0,356,191,165,0,1,1,1,191,191
682,CDP0340,3,353,81,275,1,1,1,1,78,78
683,CDP2892,0,356,0,356,0,1,0,1,0,0
684,CDS1579,85,395,83,397,76,39,73,40,2,2
685,CDS2792,0,356,0,356,0,1,0,1,0,0
686,CDS3824,0,355,0,356,0,1,0,1,0,1
687,CDW0886,0,147,0,147,0,1,0,1,0,0
688,CDW0986,0,356,356,0,0,1,1,0,356,356
689,CDW2000,273,356,0,356,1,1,0,1,273,0
690,CDY3409,196,160,0,356,1,1,0,1,196,196
691,CEB3714,0,356,0,356,0,1,0,1,0,0
692,CEC1352,52,381,420,13,52,7,56,4,368,368
693,CED2356,0,252,0,252,0,1,0,1,0,0
694,CEM1852,0,356,0,356,0,1,0,1,0,0
695,CER0228,450,475,94,515,86,36,81,40,356,40
696,CET3786,298,361,1,378,3,15,1,16,297,17
697,CFL0156,304,514,375,94,18,14,20,12,71,420
698,CFP3418,280,356,3,353,1,1,1,1,277,3
699,CFR1166,0,168,0,168,0,1,0,1,0,0
700,CFR1523,0,356,356,0,0,1,1,0,356,356
701,CFS1611,282,356,356,0,1,1,1,0,74,356
702,CGB2215,0,356,0,356,0,1,0,1,0,0
703,CGB3928,0,356,193,163,0,1,1,1,193,193
704,CGC1132,0,356,356,0,0,1,1,0,356,356
705,CGG2688,0,356,0,356,0,1,0,1,0,0
706,CGG3388,201,365,0,566,1,1,0,1,201,201
707,CGM0035,281,356,0,356,1,1,0,1,281,0
708,CGM2036,290,338,356,0,1,1,1,0,66,338
709,CGM3124,18,23,23,0,1,1,1,0,5,23
710,CGT3148,0,356,182,174,0,1,1,1,182,182
711,CGW0692,286,621,368,144,6,11,7,10,82,477
712,CGW3093,0,356,181,175,0,1,1,1,181,181
713,CHA3190,294,465,379,63,20,11,20,11,85,402
714,CHB0996,0,356,0,356,0,1,0,1,0,0
715,CHB1062,94,1372,91,1375,92,885,89,887,3,3
716,CHB3396,182,174,0,356,1,1,0,1,182,182
717,CHB3647,0,356,0,356,0,1,0,1,0,0
718,CHC0252,344,685,415,214,46,32,50,28,71,471
719,CHF1005,23,384,210,197,22,5,25,3,187,187
720,CHH2272,278,356,0,356,1,1,0,1,278,0
721,CHH3583,0,356,0,356,0,1,0,1,0,0
722,CHL2644,0,356,188,168,0,1,1,1,188,188
723,CHL3430,0,356,16,340,0,1,1,1,16,16
724,CHM1561,0,471,0,472,0,1,0,1,0,1
725,CHM2081,0,356,182,174,0,1,1,1,182,182
726,CHS2323,292,431,28,414,13,8,13,8,264,17
727,CHU3211,22,457,382,97,22,28,25,25,360,360
728,CHV0509,0,356,0,356,0,1,0,1,0,0
729,CHW2893,4,352,0,356,1,1,0,1,4,4
730,CHY0083,0,356,0,356,0,1,0,1,0,0
731,CID3640,304,361,24,361,25,6,24,6,280,0
732,CID3774,3,353,0,356,1,1,0,1,3,3
733,CIG1277,0,356,189,167,0,1,1,1,189,189
734,CIG2684,0,356,0,356,0,1,0,1,0,0
735,CIG3191,5,385,361,29,5,30,6,29,356,356
736,CIG3459,0,356,0,356,0,1,0,1,0,0
737,CIH0995,353,385,445,20,76,30,85,20,92,365
738,CIJ3941,0,356,206,150,0,1,1,1,206,206
739,CIR1367,54,481,55,480,54,52,55,51,1,1
740,CIS3471,0,356,0,356,0,1,0,1,0,0
741,CIS3505,15,341,0,356,1,1,0,1,15,15
742,CIT0310,0,356,356,0,0,1,1,0,356,356
743,CIV0935,0,356,356,0,0,1,1,0,356,356
744,CIY1654,307,371,39,368,38,14,38,13,268,3
745,CJB3470,0,356,0,356,0,1,0,1,0,0
746,CJC1433,354,427,67,415,68,32,64,36,287,12
747,CJC2371,7,349,0,356,1,1,0,1,7,7
748,CJF1934,55,77,69,12,5,1,5,1,14,65
749,CJG3002,0,356,189,167,0,1,1,1,189,189
750,CJH0382,0,356,195,161,0,1,1,1,195,195
751,CJH2330,0,474,0,474,0,1,0,1,0,0
752,CJH2411,38,45,45,0,1,1,1,0,7,45
753,CJH2921,0,356,190,166,0,1,1,1,190,190
754,CJH3136,283,494,208,225,1,1,1,1,75,269
755,CJH3630,0,356,356,0,0,1,1,0,356,356
756,CJJ1491,0,356,356,0,0,1,1,0,356,356
757,CJM0273,23,525,24,524,22,19,23,18,1,1
758,CJM0584,0,45,0,45,0,1,0,1,0,0
759,CJM2961,195,161,0,356,1,1,0,1,195,195
760,CJM3315,303,502,11,447,12,7,11,7,292,55
761,CJM3543,398,522,112,465,98,35,98,34,286,57
762,CJS1932,0,356,356,0,0,1,1,0,356,356
763,CJS1986,356,0,0,356,1,0,0,1,356,356
764,CJT1106,0,356,356,0,0,1,1,0,356,356
765,CJW0376,282,356,190,166,1,1,1,1,92,190
766,CJW2087,0,356,198,158,0,1,1,1,198,198
767,CJY2951,184,172,0,356,1,1,0,1,184,184
768,CKB0169,0,356,181,175,0,1,1,1,181,181
769,CKB0596,354,449,76,448,70,26,70,25,278,1
770,CKB3645,310,359,19,358,20,3,19,3,291,1
771,CKB3745,273,356,0,356,1,1,0,1,273,0
772,CKC3072,0,356,0,356,0,1,0,1,0,0
773,CKC3767,0,356,0,356,0,1,0,1,0,0
774,CKD3861,0,94,0,94,0,1,0,1,0,0
775,CKG1972,22,334,0,356,1,1,0,1,22,22
776,CKG3838,0,356,0,356,0,1,0,1,0,0
777,CKH0705,4,379,360,23,4,24,5,23,356,356
778,CKH0799,0,355,0,356,0,1,0,1,0,1
779,CKH2230,0,356,356,0,0,1,1,0,356,356
780,CKH2797,0,355,0,356,0,1,0,1,0,1
781,CKL0697,290,362,368,4,11,7,13,4,78,358
782,CKL3556,2,377,358,21,2,22,3,21,356,356
783,CKM0405,0,356,0,356,0,1,0,1,0,0
784,CKM0508,0,104,0,104,0,1,0,1,0,0
785,CKP0265,0,356,0,356,0,1,0,1,0,0
786,CKP0659,217,284,149,135,1,1,1,1,68,149
787,CKP3600,177,222,222,0,1,1,1,0,45,222
788,CKR2586,121,114,0,130,1,1,0,1,121,16
789,CLA1285,0,356,182,174,0,1,1,1,182,182
790,CLC1272,0,356,179,177,0,1,1,1,179,179
791,CLD1641,0,356,356,0,0,1,1,0,356,356
792,CLE3098,0,356,187,169,0,1,1,1,187,187
793,CLG3616,0,356,356,0,0,1,1,0,356,356
794,CLH0733,30,326,0,356,1,1,0,1,30,30
795,CLM1874,0,356,356,0,0,1,1,0,356,356
796,CLM2776,306,420,19,396,20,8,19,8,287,24
797,CLR1239,43,189,42,190,41,8,40,9,1,1
798,CLR2407,93,398,48,443,49,30,47,31,45,45
799,CLS3806,0,356,0,356,0,1,0,1,0,0
800,CMA1475,0,356,356,0,0,1,1,0,356,356
801,CMA2616,356,0,0,356,1,0,0,1,356,356
802,CMB2034,0,356,356,0,0,1,1,0,356,356
803,CMB3499,1,355,0,356,1,1,0,1,1,1
804,CMC1642,272,356,356,0,1,1,1,0,84,356
805,CMD0613,8,489,365,132,8,9,9,9,357,357
806,CMH0776,0,308,308,0,0,1,1,0,308,308
807,CMH2342,351,416,74,417,71,21,70,21,277,1
808,CMH3077,0,356,0,356,0,1,0,1,0,0
809,CMM0764,567,371,73,489,74,27,70,30,494,118
810,CMM1068,345,365,73,363,65,10,66,8,272,2
811,CMM3674,0,356,0,356,0,1,0,1,0,0
812,CMM3702,281,356,356,0,1,1,1,0,75,356
813,CMM3753,378,380,100,378,92,25,91,23,278,2
814,CMO2396,276,378,356,26,1,1,1,1,80,352
815,CMP2946,446,151,26,322,29,5,26,7,420,171
816,CMR1470,388,378,469,14,95,23,102,14,81,364
817,CMS0010,0,356,194,162,0,1,1,1,194,194
818,CMS1900,5,358,363,0,5,3,8,0,358,358
819,CMS2897,65,426,67,424,60,14,62,12,2,2
820,CMT0267,182,174,0,356,1,1,0,1,182,182
821,CMW0437,378,376,304,173,90,20,94,11,74,203
822,CNB1131,51,379,410,20,50,6,54,3,359,359
823,CNC1177,0,356,0,356,0,1,0,1,0,0
824,CND3037,356,1357,75,1363,79,872,73,876,281,6
825,CNE2161,0,356,356,0,0,1,1,0,356,356
826,CNF0212,0,356,0,356,0,1,0,1,0,0
827,CNH3475,383,373,114,367,93,18,100,11,269,6
828,CNK1711,290,346,0,356,1,1,0,1,290,10
829,CNP1183,0,356,0,356,0,1,0,1,0,0
830,CNR1031,0,356,0,356,0,1,0,1,0,0
831,CNS2548,0,356,0,356,0,1,0,1,0,0
832,CNT0946,381,373,465,11,94,18,99,11,84,362
833,CNT1188,0,356,356,0,0,1,1,0,356,356
834,CNW2408,0,356,0,356,0,1,0,1,0,0
835,COB0461,54,806,50,810,52,547,48,549,4,4
836,COD2351,0,356,0,356,0,1,0,1,0,0
837,COK3383,193,163,0,356,1,1,0,1,193,193
838,COW3840,0,356,0,356,0,1,0,1,0,0
839,CPC0724,465,549,91,551,91,63,82,71,374,2
840,CPM1627,61,79,79,0,1,1,1,0,18,79
841,CPP0623,0,356,0,356,0,1,0,1,0,0
842,CPP2909,0,218,117,101,0,1,1,1,117,117
843,CPR1800,0,356,356,0,0,1,1,0,356,356
844,CPT1533,281,356,356,0,1,1,1,0,75,356
845,CQA3849,0,203,0,203,0,1,0,1,0,0
846,CQC0997,0,356,0,356,0,1,0,1,0,0
847,CQH1505,0,356,356,0,0,1,1,0,356,356
848,CQS2883,328,476,18,443,20,8,17,10,310,33
849,CRC0348,23,556,49,530,22,14,25,12,26,26
850,CRC0595,0,356,0,356,0,1,0,1,0,0
851,CRC2747,0,356,0,356,0,1,0,1,0,0
852,CRE2652,0,303,161,142,0,1,1,1,161,161
853,CRH3848,0,356,0,356,0,1,0,1,0,0
854,CRJ3070,0,356,356,0,0,1,1,0,356,356
855,CRL2357,276,441,0,441,1,1,0,1,276,0
856,CRL3842,0,356,0,356,0,1,0,1,0,0
857,CRM0139,56,514,54,516,54,43,52,45,2,2
858,CRP1186,0,356,356,0,0,1,1,0,356,356
859,CRP1915,356,0,0,356,1,0,0,1,356,356
860,CRP2489,76,381,74,383,68,26,68,28,2,2
861,CRP3682,361,351,370,62,13,2,14,1,9,289
862,CRT2273,0,356,2,354,0,1,1,1,2,2
863,CSB0827,0,356,0,356,0,1,0,1,0,0
864,CSB1660,2,367,2,367,2,12,2,12,0,0
865,CSB2910,319,362,224,176,39,7,39,7,95,186
866,CSB3932,296,358,209,168,20,3,21,2,87,190
867,CSC0233,0,356,356,0,0,1,1,0,356,356
868,CSC3074,0,356,0,356,0,1,0,1,0,0
869,CSE1265,0,356,188,168,0,1,1,1,188,188
870,CSG0135,356,0,0,356,1,0,0,1,356,356
871,CSG1600,0,356,356,0,0,1,1,0,356,356
872,CSL0428,282,385,356,29,1,1,1,1,74,356
873,CSL2055,337,376,48,377,48,20,46,21,289,1
874,CSM1212,44,368,45,367,42,13,43,12,1,1
875,CSM1554,334,382,55,381,53,25,54,24,279,1
876,CSM1565,0,356,0,356,0,1,0,1,0,0
877,CSM2819,52,365,47,370,46,10,42,14,5,5
878,CSM3502,305,382,0,398,1,1,0,1,305,16
879,CSP0483,0,355,356,0,0,1,1,0,356,355
880,CSP2186,301,358,380,0,21,3,23,0,79,358
881,CSP3434,0,356,0,356,0,1,0,1,0,0
882,CSR0612,0,356,356,0,0,1,1,0,356,356
883,CSR1682,0,356,0,356,0,1,0,1,0,0
884,CSR3140,195,241,128,123,11,3,12,2,67,118
885,CSR3225,2,384,1,385,2,29,1,30,1,1
886,CSS1313,0,379,201,178,0,1,1,1,201,201
887,CST2863,0,356,184,172,0,1,1,1,184,184
888,CSV3305,0,356,0,356,0,1,0,1,0,0
889,CSW3811,0,266,0,266,0,1,0,1,0,0
890,CTB3481,292,359,14,360,14,4,12,5,278,1
891,CTC0421,275,356,356,0,1,1,1,0,81,356
892,CTC0859,154,182,196,0,15,2,16,0,42,182
893,CTD1850,0,355,0,356,0,1,0,1,0,1
894,CTG3770,0,356,0,356,0,1,0,1,0,0
895,CTH0626,359,381,73,381,67,25,68,24,286,0
896,CTH0737,275,357,356,0,1,1,1,0,81,357
897,CTH0915,276,387,188,199,1,1,1,1,88,188
898,CTH2220,273,360,0,356,1,1,0,1,273,4
899,CTH3020,0,356,0,356,0,1,0,1,0,0
900,CTJ0669,0,356,194,162,0,1,1,1,194,194
901,CTJ2794,95,376,96,375,80,20,80,20,1,1
902,CTK0947,80,276,356,0,1,1,1,0,276,276
903,CTM1961,0,356,0,356,0,1,0,1,0,0
904,CTP2225,382,498,466,93,99,40,108,30,84,405
905,CTP3877,0,356,356,0,0,1,1,0,356,356
906,CTW2038,61,78,78,0,1,1,1,0,17,78
907,CUL3015,0,356,0,356,0,1,0,1,0,0
908,CUM2335,0,356,0,356,0,1,0,1,0,0
909,CUP2764,0,356,356,0,0,1,1,0,356,356
910,CUQ3097,0,356,198,158,0,1,1,1,198,198
911,CVB2703,357,371,446,7,74,16,83,7,89,364
912,CWA2549,0,174,0,174,0,1,0,1,0,0
913,CWA2554,307,457,21,416,22,9,21,9,286,41
914,CWB1463,190,166,0,356,1,1,0,1,190,190
915,CWC0490,310,368,31,364,27,13,31,9,279,4
916,CWF1289,0,355,192,164,0,1,1,1,192,191
917,CWH0038,0,356,0,356,0,1,0,1,0,0
918,CWH3033,0,356,356,0,0,1,1,0,356,356
919,CWH3487,0,356,0,356,0,1,0,1,0,0
920,CWK2870,297,362,210,169,18,7,22,3,87,193
921,CWL0561,0,356,0,356,0,1,0,1,0,0
922,CWP1829,0,356,0,356,0,1,0,1,0,0
923,CWR0043,90,1285,85,1290,89,808,84,812,5,5
924,CWR0117,0,356,356,0,0,1,1,0,356,356
925,CWT3747,0,356,0,356,0,1,0,1,0,0
926,CXB2183,0,356,356,0,0,1,1,0,356,356
927,CXK3433,0,356,45,311,0,1,1,1,45,45
928,CXM1821,0,593,0,593,0,1,0,1,0,0
929,CYO1575,351,392,84,389,76,36,77,32,267,3
930,CZB3718,0,356,0,356,0,1,0,1,0,0
931,CZT2970,0,356,356,0,0,1,1,0,356,356
932,DAB0166,356,0,0,356,1,0,0,1,356,356
933,DAB2580,2,375,2,375,2,20,2,20,0,0
934,DAB3255,236,246,308,7,66,17,73,7,72,239
935,DAD1785,33,44,1,44,2,3,1,3,32,0
936,DAD2620,356,0,0,356,1,0,0,1,356,356
937,DAE1437,381,604,97,520,90,49,88,50,284,84
938,DAF3096,0,99,47,52,0,1,1,1,47,47
939,DAH2506,175,222,222,0,1,1,1,0,47,222
940,DAH3324,0,356,0,356,0,1,0,1,0,0
941,DAH3331,0,356,0,356,0,1,0,1,0,0
942,DAL1943,0,355,356,0,0,1,1,0,356,355
943,DAM0096,46,369,45,370,46,14,45,15,1,1
944,DAM2705,0,356,356,0,0,1,1,0,356,356
945,DAM2837,0,356,187,169,0,1,1,1,187,187
946,DAM2954,464,175,0,356,1,1,0,1,464,181
947,DAM3359,0,356,0,356,0,1,0,1,0,0
948,DAM3691,0,356,356,0,0,1,1,0,356,356
949,DAR0388,6,394,362,38,6,31,7,31,356,356
950,DAR0709,280,577,366,115,1,1,1,1,86,462
951,DAR3637,0,356,0,356,0,1,0,1,0,0
952,DAS1955,0,147,0,147,0,1,0,1,0,0
953,DAS3775,0,356,0,356,0,1,0,1,0,0
954,DAT1981,337,0,35,169,37,0,32,5,302,169
955,DBB3846,277,356,0,356,1,1,0,1,277,0
956,DBC1073,16,340,0,356,1,1,0,1,16,16
957,DBC1152,0,356,356,0,0,1,1,0,356,356
958,DBC3871,353,452,437,58,65,35,71,26,84,394
959,DBF3582,301,364,16,365,18,9,16,10,285,1
960,DBF3635,371,520,94,485,89,55,85,57,277,35
961,DBG0477,645,62,7,418,8,3,7,3,638,356
962,DBG3320,0,356,0,356,0,1,0,1,0,0
963,DBG3727,0,356,0,356,0,1,0,1,0,0
964,DBH1596,79,371,442,8,75,16,82,8,363,363
965,DBL2605,0,356,0,356,0,1,0,1,0,0
966,DBR1558,77,99,0,99,1,1,0,1,77,0
967,DBR1798,0,356,356,0,0,1,1,0,356,356
968,DBS0880,5,351,0,356,1,1,0,1,5,5
969,DBS1363,0,356,0,356,0,1,0,1,0,0
970,DBT0141,381,402,98,405,95,28,91,31,283,3
971,DBV2736,0,356,0,356,0,1,0,1,0,0
972,DBW3679,0,356,0,356,0,1,0,1,0,0
973,DCB0401,287,354,0,356,1,1,0,1,287,2
974,DCB3597,0,229,229,0,0,1,1,0,229,229
975,DCC1431,281,356,0,356,1,1,0,1,281,0
976,DCC2999,299,366,214,169,22,7,23,6,85,197
977,DCC3689,25,359,382,2,24,4,26,2,357,357
978,DCF2185,0,356,356,0,0,1,1,0,356,356
979,DCG2203,0,356,0,356,0,1,0,1,0,0
980,DCM3288,0,356,0,356,0,1,0,1,0,0
981,DCM3596,306,695,380,226,18,10,18,10,74,469
982,DCR1531,352,377,440,11,70,22,77,11,88,366
983,DCW0174,0,356,356,0,0,1,1,0,356,356
984,DCW1901,0,356,356,0,0,1,1,0,356,356
985,DCW2405,341,418,31,416,37,20,31,25,310,2
986,DDC0980,376,382,463,18,87,26,95,17,87,364
987,DDF2937,165,159,0,324,1,1,0,1,165,165
